State,Year,Energy_type,Generation_MU,Capacity_MW,Potential_MW,Avg_Generation_MW,CUF,Potential_Capacity_Gap_MW,Generation_Potential_Utilization
Tripura,2015,Biomass,0.00,0.00,3.00,0,0,3.00,0.00%
Tripura,2017,Biomass,0.00,0.00,3.00,0,0,3.00,0.00%
Karnataka,2019,Waste,0.00,1.00,0.00,0,0,-1.00,0.00%
Tripura,2018,Biomass,0.00,0.00,3.00,0,0,3.00,0.00%
Tripura,2019,Biomass,0.00,0.00,3.00,0,0,3.00,0.00%
Kerala,2019,Waste,0.00,0.00,36.00,0,0,36.00,0.00%
Tripura,2020,Biomass,0.00,0.00,2.90,0,0,2.90,0.00%
Ladakh,2019,Small Hydro,0.00,0.00,0.00,0,0,0.00,0.00%
Ladakh,2019,Solar,0.00,0.00,0.00,0,0,0.00,0.00%
Tripura,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2019,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Madhya Pradesh,2019,Waste,0.00,15.40,78.00,0,0,62.60,0.00%
Tripura,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2019,Waste,0.00,12.59,287.00,0,0,274.41,0.00%
Tripura,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2019,Small Hydro,0.00,5.45,109.00,0,0,103.55,0.00%
Manipur,2019,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Manipur,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2019,Solar,0.00,0.12,"5,860.00",0,0,"5,859.88",0.00%
Meghalaya,2019,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Meghalaya,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2019,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Mizoram,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2019,Solar,0.00,1.00,"7,290.00",0,0,"7,289.00",0.00%
Nagaland,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2018,Biomass,0.00,0.00,"1,765.00",0,0,"1,765.00",0.00%
Uttar Pradesh,2015,Biomass,0.00,0.00,"1,617.00",0,0,"1,617.00",0.00%
Odisha,2019,Waste,0.00,0.00,22.00,0,0,22.00,0.00%
Uttar Pradesh,2017,Biomass,0.00,0.00,"1,617.00",0,0,"1,617.00",0.00%
Puducherry,2019,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2019,Waste,0.00,0.00,3.00,0,0,3.00,0.00%
Puducherry,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2019,Biomass,0.00,0.00,"1,617.00",0,0,"1,617.00",0.00%
Uttar Pradesh,2020,Biomass,0.00,0.00,"1,616.70",0,0,"1,616.70",0.00%
Punjab,2019,Waste,0.00,9.25,45.00,0,0,35.75,0.00%
Punjab,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2019,Biomass,"4,428.44",0.00,0.00,505.5291096,0,0,0.00%
Uttar Pradesh,2018,Biomass,"3,939.09",0.00,0.00,449.6678082,0,0,0.00%
Rajasthan,2019,Waste,0.00,0.00,62.00,0,0,62.00,0.00%
Uttar Pradesh,2020,Biomass,"3,659.73",0.00,0.00,417.7778539,0,0,0.00%
Uttar Pradesh,2017,Biomass,"3,379.48",0.00,0.00,385.7857306,0,0,0.00%
Sikkim,2019,Solar,0.00,0.01,"4,940.00",0,0,"4,939.99",0.00%
Sikkim,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2015,Biomass,"3,093.71",0.00,0.00,353.1636986,0,0,0.00%
Uttar Pradesh,2016,Biomass,"3,029.30",0.00,0.00,345.810274,0,0,0.00%
Tamil Nadu,2019,Waste,0.00,6.40,151.00,0,0,144.60,0.00%
Uttar Pradesh,2013,Biomass,"2,703.74",0.00,0.00,308.6456621,0,0,0.00%
Telangana,2019,Waste,0.00,18.50,0.00,0,0,-18.50,0.00%
Uttar Pradesh,2014,Biomass,"2,703.74",0.00,0.00,308.6456621,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2019,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2012,Biomass,"2,244.12",0.00,0.00,256.1778539,0,0,0.00%
Uttar Pradesh,2011,Biomass,"2,063.06",0.00,0.00,235.5086758,0,0,0.00%
Tripura,2019,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Tripura,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2010,Biomass,"1,974.27",0.00,0.00,225.3729452,0,0,0.00%
Uttar Pradesh,2009,Biomass,"1,297.03",0.00,0.00,148.0624429,0,0,0.00%
Uttar Pradesh,2019,Waste,0.00,0.00,176.00,0,0,176.00,0.00%
Uttar Pradesh,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2008,Biomass,698.13,0.00,0.00,79.69531963,0,0,0.00%
Uttar Pradesh,2018,Biomass,0.00,"1,957.50","2,000.00",0,0,42.50,0.00%
Uttarakhand,2019,Waste,0.00,0.00,5.00,0,0,5.00,0.00%
Uttarakhand,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2015,Biomass,0.00,"1,872.15","1,250.00",0,0,-622.15,0.00%
Uttar Pradesh,2017,Biomass,0.00,"1,933.00","1,250.00",0,0,-683.00,0.00%
West Bengal,2019,Waste,0.00,0.00,148.00,0,0,148.00,0.00%
West Bengal,2019,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2019,Biomass,0.00,"1,957.50","1,250.00",0,0,-707.50,0.00%
Andaman And Nicobar Islands,2020,Wind,0.00,0.00,"1,277.00",0,0,"1,277.00",0.00%
Uttar Pradesh,2020,Biomass,0.00,"2,115.51","1,250.00",0,0,-865.51,0.00%
Uttar Pradesh,2008,Biomass,0.00,200.50,0.00,0,0,-200.50,0.00%
Andhra Pradesh,2020,Waste,0.00,23.16,123.00,0,0,99.84,0.00%
Uttar Pradesh,2009,Biomass,0.00,372.50,0.00,0,0,-372.50,0.00%
Uttar Pradesh,2010,Biomass,0.00,567.00,0.00,0,0,-567.00,0.00%
Arunachal Pradesh,2020,Wind,0.00,0.00,274.00,0,0,274.00,0.00%
Uttar Pradesh,2011,Biomass,0.00,592.50,0.00,0,0,-592.50,0.00%
Uttar Pradesh,2012,Biomass,0.00,644.50,0.00,0,0,-644.50,0.00%
Assam,2020,Waste,0.00,0.00,8.00,0,0,8.00,0.00%
Assam,2020,Wind,0.00,0.00,246.00,0,0,246.00,0.00%
Uttar Pradesh,2013,Biomass,0.00,776.50,0.00,0,0,-776.50,0.00%
Uttar Pradesh,2014,Biomass,0.00,776.50,0.00,0,0,-776.50,0.00%
Bihar,2020,Waste,0.00,0.00,73.00,0,0,73.00,0.00%
Bihar,2020,Wind,0.00,0.00,"3,650.00",0,0,"3,650.00",0.00%
Uttar Pradesh,2016,Biomass,0.00,"1,933.00",0.00,0,0,"-1,933.00",0.00%
Chandigarh,2020,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2020,Waste,0.00,0.00,6.00,0,0,6.00,0.00%
Chandigarh,2020,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttarakhand,2018,Biomass,0.00,0.00,88.00,0,0,88.00,0.00%
Uttarakhand,2015,Biomass,0.00,0.00,24.00,0,0,24.00,0.00%
Chhattisgarh,2020,Waste,0.00,0.00,24.00,0,0,24.00,0.00%
Chhattisgarh,2020,Wind,0.00,0.00,348.00,0,0,348.00,0.00%
Uttarakhand,2017,Biomass,0.00,0.00,24.00,0,0,24.00,0.00%
Delhi,2020,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Delhi,2020,Waste,0.00,52.00,131.00,0,0,79.00,0.00%
Delhi,2020,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttarakhand,2019,Biomass,0.00,0.00,24.00,0,0,24.00,0.00%
Uttarakhand,2020,Biomass,0.00,0.00,23.70,0,0,23.70,0.00%
Goa,2020,Small Hydro,0.00,0.05,5.00,0,0,4.95,0.00%
Goa,2020,Waste,0.00,0.34,0.00,0,0,-0.34,0.00%
Goa,2020,Wind,0.00,0.00,8.00,0,0,8.00,0.00%
Uttarakhand,2018,Biomass,143.81,0.00,0.00,16.41666667,0,0,0.00%
Uttarakhand,2017,Biomass,110.92,0.00,0.00,12.66210046,0,0,0.00%
Gujarat,2020,Waste,0.00,0.00,112.00,0,0,112.00,0.00%
Uttarakhand,2020,Biomass,110.26,0.00,0.00,12.58675799,0,0,0.00%
Uttarakhand,2019,Biomass,109.89,0.00,0.00,12.54452055,0,0,0.00%
Haryana,2020,Waste,0.00,0.00,24.00,0,0,24.00,0.00%
Haryana,2020,Wind,0.00,0.00,419.00,0,0,419.00,0.00%
Uttarakhand,2016,Biomass,91.86,0.00,0.00,10.48675799,0,0,0.00%
Uttarakhand,2014,Biomass,36.26,0.00,0.00,4.139497717,0,0,0.00%
Uttarakhand,2015,Biomass,36.26,0.00,0.00,4.139497717,0,0,0.00%
Himachal Pradesh,2020,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Himachal Pradesh,2020,Wind,0.00,0.00,151.00,0,0,151.00,0.00%
Uttarakhand,2011,Biomass,12.09,0.00,0.00,1.379794521,0,0,0.00%
Uttarakhand,2012,Biomass,12.09,0.00,0.00,1.379794521,0,0,0.00%
Jammu And Kashmir,2020,Solar,0.00,19.30,"111,050.00",0,0,"111,030.70",0.00%
Jammu And Kashmir,2020,Wind,0.00,0.00,3.00,0,0,3.00,0.00%
Uttarakhand,2013,Biomass,12.09,0.00,0.00,1.379794521,0,0,0.00%
Uttarakhand,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Uttarakhand,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Jharkhand,2020,Waste,0.00,0.00,10.00,0,0,10.00,0.00%
Jharkhand,2020,Wind,0.00,0.00,0.00,0,0,0,0.00%
Uttarakhand,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Uttarakhand,2018,Biomass,0.00,73.00,80.00,0,0,7.00,0.00%
Karnataka,2020,Waste,0.00,1.00,0.00,0,0,-1.00,0.00%
Uttarakhand,2011,Biomass,0.00,10.00,0.00,0,0,-10.00,0.00%
Uttarakhand,2012,Biomass,0.00,10.00,0.00,0,0,-10.00,0.00%
Kerala,2020,Waste,0.00,0.00,36.00,0,0,36.00,0.00%
Uttarakhand,2013,Biomass,0.00,10.00,0.00,0,0,-10.00,0.00%
Ladakh,2020,Small Hydro,0.00,0.00,0.00,0,0,0.00,0.00%
Ladakh,2020,Solar,0.00,0.00,0.00,0,0,0.00,0.00%
Ladakh,2020,Wind,0.00,0.00,0.00,0,0,0.00,0.00%
Uttarakhand,2014,Biomass,0.00,30.00,0.00,0,0,-30.00,0.00%
Lakshadweep,2020,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2020,Wind,0.00,0.00,31.00,0,0,31.00,0.00%
Uttarakhand,2015,Biomass,0.00,73.00,0.00,0,0,-73.00,0.00%
Uttarakhand,2016,Biomass,0.00,73.00,0.00,0,0,-73.00,0.00%
Madhya Pradesh,2020,Waste,0.00,15.40,78.00,0,0,62.60,0.00%
Uttarakhand,2017,Biomass,0.00,73.00,0.00,0,0,-73.00,0.00%
Uttarakhand,2019,Biomass,0.00,73.00,0.00,0,0,-73.00,0.00%
Maharashtra,2020,Waste,0.00,12.59,287.00,0,0,274.41,0.00%
Uttarakhand,2020,Biomass,0.00,130.50,0.00,0,0,-130.50,0.00%
West Bengal,2018,Biomass,0.00,0.00,529.00,0,0,529.00,0.00%
Manipur,2020,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Manipur,2020,Wind,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2015,Biomass,0.00,0.00,396.00,0,0,396.00,0.00%
West Bengal,2017,Biomass,0.00,0.00,396.00,0,0,396.00,0.00%
West Bengal,2019,Biomass,0.00,0.00,396.00,0,0,396.00,0.00%
Meghalaya,2020,Solar,0.00,0.12,"5,860.00",0,0,"5,859.88",0.00%
Meghalaya,2020,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Meghalaya,2020,Wind,0.00,0.00,1.00,0,0,1.00,0.00%
West Bengal,2020,Biomass,0.00,0.00,396.00,0,0,396.00,0.00%
West Bengal,2013,Biomass,"1,444.30",0.00,0.00,164.8744292,0,0,0.00%
Mizoram,2020,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Mizoram,2020,Wind,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2014,Biomass,"1,444.30",0.00,0.00,164.8744292,0,0,0.00%
West Bengal,2015,Biomass,"1,444.30",0.00,0.00,164.8744292,0,0,0.00%
Nagaland,2020,Solar,0.00,1.00,"7,290.00",0,0,"7,289.00",0.00%
Nagaland,2020,Wind,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2016,Biomass,"1,444.30",0.00,0.00,164.8744292,0,0,0.00%
West Bengal,2017,Biomass,"1,433.95",0.00,0.00,163.6928082,0,0,0.00%
Odisha,2020,Waste,0.00,0.00,22.00,0,0,22.00,0.00%
West Bengal,2018,Biomass,"1,387.01",0.00,0.00,158.3344749,0,0,0.00%
Puducherry,2020,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2020,Waste,0.00,0.00,2.50,0,0,2.50,0.00%
Puducherry,2020,Wind,0.00,0.00,382.00,0,0,382.00,0.00%
West Bengal,2020,Biomass,"1,296.34",0.00,0.00,147.9844749,0,0,0.00%
West Bengal,2019,Biomass,"1,284.49",0.00,0.00,146.6317352,0,0,0.00%
Punjab,2020,Waste,0.00,10.75,45.00,0,0,34.25,0.00%
West Bengal,2010,Biomass,888.80,0.00,0.00,101.4611872,0,0,0.00%
West Bengal,2011,Biomass,888.80,0.00,0.00,101.4611872,0,0,0.00%
Rajasthan,2020,Waste,0.00,0.00,62.00,0,0,62.00,0.00%
West Bengal,2012,Biomass,888.80,0.00,0.00,101.4611872,0,0,0.00%
West Bengal,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2020,Solar,0.00,0.07,"4,940.00",0,0,"4,939.93",0.00%
Sikkim,2020,Wind,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2010,Biomass,0.00,16.00,0.00,0,0,-16.00,0.00%
Tamil Nadu,2020,Waste,0.00,6.40,151.00,0,0,144.60,0.00%
West Bengal,2011,Biomass,0.00,16.00,0.00,0,0,-16.00,0.00%
Telangana,2020,Waste,0.00,26.00,0.00,0,0,-26.00,0.00%
West Bengal,2012,Biomass,0.00,16.00,0.00,0,0,-16.00,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2020,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2020,Wind,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2013,Biomass,0.00,26.00,0.00,0,0,-26.00,0.00%
West Bengal,2014,Biomass,0.00,26.00,0.00,0,0,-26.00,0.00%
Tripura,2020,Waste,0.00,0.00,1.50,0,0,1.50,0.00%
Tripura,2020,Wind,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2015,Biomass,0.00,292.00,0.00,0,0,-292.00,0.00%
West Bengal,2016,Biomass,0.00,300.00,0.00,0,0,-300.00,0.00%
Uttar Pradesh,2020,Waste,0.00,0.00,176.00,0,0,176.00,0.00%
Uttar Pradesh,2020,Wind,0.00,0.00,101.00,0,0,101.00,0.00%
West Bengal,2017,Biomass,0.00,300.00,0.00,0,0,-300.00,0.00%
West Bengal,2018,Biomass,0.00,300.00,0.00,0,0,-300.00,0.00%
Uttarakhand,2020,Waste,0.00,0.00,5.00,0,0,5.00,0.00%
Uttarakhand,2020,Wind,0.00,0.00,54.00,0,0,54.00,0.00%
West Bengal,2019,Biomass,0.00,300.00,0.00,0,0,-300.00,0.00%
West Bengal,2020,Biomass,0.00,319.92,0.00,0,0,-319.92,0.00%
West Bengal,2020,Waste,0.00,0.00,148.00,0,0,148.00,0.00%
West Bengal,2020,Wind,0.00,0.00,"1,050.00",0,0,"1,050.00",0.00%
